iteration3
4.33888892,1.6029646552,1
3.8814314301,1.0287666811,1
4.5452801201,2.2109950173,1
4.8074410395,1.3828115566,1
4.6740578244,1.8954164148,1
4.1795702246,1.8315003661,1
4.8611919351,1.032912301,1
4.0320673119,1.9007369873,1
4.89350377,3.0960371861,1
4.3362472212,0.5905873802,1
4.7322327162,2.0095121257,1
4.9458927442,1.8177724604,1
5.6046245839,1.41344353,1
4.8479192447,1.075861294,1
3.6553775236,2.2531869307,1
3.8732980092,1.025450855,1
5.5544396358,1.0628505053,1
4.3963377795,1.9278153699,1
4.4489681666,2.7299695856,1
4.356255978,1.3512264902,1
4.5338695721,1.9256999402,1
4.7667138704,2.2287527583,1
3.8418876496,2.1352994254,1
4.3240441093,2.4736366062,1
4.3962637854,1.7259485676,1
3.8352288281,2.0492594793,1
3.3224096617,1.7970383843,1
4.2205471634,1.677098599,1
4.0803585486,2.0529298202,1
4.9118383147,1.1176392415,1
4.8115671519,1.7030400304,1
4.8735092942,0.5239906671,1
4.6150855456,1.6646719833,1
4.7533118927,1.3739428631,1
4.1966124252,1.7800777419,1
5.6485604047,1.7083825663,1
4.0530129127,1.7025597433,1
4.8290703206,2.2632201984,1
4.7691486168,1.2759384951,1
4.00538514,1.3089851405,1
5.3581810162,3.1402030439,1
4.1765519158,1.6875504869,1
3.799030819,1.3267310841,1
5.0818184466,1.732992153,1
3.9680337337,1.9679902676,1
4.213837225,1.5825871329,1
4.4805757113,1.2617706265,1
4.1858028284,1.5392925994,1
4.5216379852,1.3393379046,1
4.4304452155,2.1558298149,1
4.4831734409,1.7641569211,1
3.5537798994,2.9899099619,1
5.1182430055,2.3538210454,1
4.2304787963,2.3621294999,1
5.0652079931,1.9432758115,1
5.7709250812,1.2446688155,1
5.0465468567,1.7715143699,1
3.4423610768,1.3994085396,1
5.2021259351,2.3768220523,1
4.186782434,1.2963029404,1
4.0082518876,1.9919304506,1
4.5435209341,1.4613084497,1
5.2162333692,1.5845519414,1
4.5386554488,0.9915096949,1
4.6623438427,1.5960435819,1
4.7107230046,1.0947550961,1
4.7407341241,1.0976746014,1
5.49375735,1.4823046193,1
4.2351000279,1.450697536,1
4.4621893483,1.4210933278,1
5.1555832085,1.3471658382,1
5.6571685773,2.7398120869,1
3.9805636043,1.5130104998,1
4.0017244556,1.7926849878,1
3.9025653326,2.3880900569,1
4.3706019712,1.9958431447,1
4.3390326548,1.8789903941,1
4.9262403415,2.019752013,1
4.9176835272,2.7042304226,1
5.5470309103,1.5476361084,1
3.88637717,1.5662944653,1
4.4202858806,1.687825862,1
3.2939293575,1.685855668,1
4.180600286,1.697952645,1
4.8515914777,1.9279711793,1
4.9393657008,1.9014112592,1
4.4007663273,1.4639548151,1
4.2285875344,1.9999922357,1
4.1745124217,2.1612592575,1
4.8172243616,1.9878456534,1
3.9084676044,1.7923416649,1
4.1106833048,1.8970710865,1
4.010242625,1.0831569851,1
4.1012485449,2.0549245299,1
4.5420599475,2.4621861381,1
4.21496007,1.3815639945,1
4.4181712511,1.9479374558,1
4.7603341213,1.6584065343,1
5.1691397867,1.5914519798,1
3.5247772376,1.393357384,1
3.7365648669,1.3947554603,1
4.8167569081,1.0055483664,1
3.9581616868,2.0618731901,1
4.3871556441,2.3036650613,1
5.2195889869,2.1620843626,1
4.6651539895,0.6819426079,1
4.2436335175,1.8944838566,1
3.9638942355,0.5489529122,1
4.9851895721,1.5167243847,1
3.8298944266,1.2597336113,1
4.8090222013,1.4752378536,1
5.1970072464,2.1142015015,1
4.5810698997,2.1742794254,1
5.3822071046,1.960654268,1
4.7869380173,0.3500435676,1
5.9403096713,1.4888597529,1
3.6284972852,1.3613591387,1
4.3414295335,1.4489327384,1
4.1920880024,1.8820066726,1
4.7782978134,2.0587978958,1
3.3026734919,0.9790601337,1
3.8988521775,1.35503426,1
3.2689633736,0.9643527475,1
4.9592571192,2.0877970118,1
4.6194939011,1.4787360162,1
3.8854272536,3.1779177631,1
5.8046114378,1.502510597,1
5.4871827994,2.766520173,1
4.4222587047,1.6723912851,1
4.7136618407,1.5375758082,1
4.1495298025,1.495934638,1
3.4608505967,1.8379078313,1
4.1638062431,2.3248450572,1
5.1483921654,1.6171155315,1
4.9045018251,1.0969853537,1
4.5894352327,2.5567089628,1
3.8625942562,1.733665756,1
3.7293117815,1.978859801,1
5.2046584747,1.3612958044,1
4.4895019587,0.6383126145,1
4.5709377243,0.9920750556,1
3.8607180423,0.9542075016,1
4.6575078168,1.1218803805,1
4.8001217187,1.340539601,1
4.7159835677,1.3905833953,1
4.615133183,1.9374168053,1
4.2429669357,1.5631003893,1
4.4618757087,1.9985376505,1
4.3473514952,2.1652403259,1
3.9664990572,0.9673873631,1
4.8185340454,1.817370244,1
4.3303490659,2.3259953561,1
3.5847015444,1.9636870022,1
4.8917073825,1.8018638273,1
4.899207737,1.5405510618,1
4.0435606869,1.6466808294,1
4.8877365949,1.2654046985,1
4.5519260178,1.3428864193,1
5.410681646,1.7072609448,1
4.0351895955,1.2515896488,1
4.1960410546,2.3148073924,1
3.938700953,1.3624909204,1
5.0153431924,1.4926904454,1
4.7418968658,1.9667884826,1
4.7016563015,1.652870836,1
4.0995876993,2.6929639025,1
4.0528052665,1.3239540581,1
3.9305737287,1.4377205475,1
4.1051702841,1.4739851502,1
4.2825350089,1.4287521184,1
4.3870951093,0.8350431982,1
4.7433328525,1.4122478497,1
4.1885941257,1.5856787253,1
3.9558824357,0.0659852367,1
4.8620335758,1.6393406278,1
4.6439902482,1.3385051,1
4.0852817038,1.387952334,1
4.625408799,1.0444407342,1
3.8327362882,1.385586828,1
4.1154279175,1.9483116735,1
4.8456696385,1.7025013913,1
4.2181453216,2.2156454659,1
4.6869964238,1.2655691077,1
4.2851186389,1.4936446592,1
4.2663614711,1.7144793591,1
4.8998341046,1.8925819379,1
4.1942892482,2.1431995707,1
4.2947162998,2.2753790814,1
4.8351979264,0.7401284109,1
4.7524075454,1.4569559735,1
3.6285138314,2.0375173634,1
3.5629308155,1.4884674305,1
5.5689383278,1.932290564,1
3.7692164099,1.5627494216,1
4.1364591484,1.4984754705,1
5.4614303231,1.6123699441,1
4.1535838937,1.2530416208,1
5.0318630538,2.2011992611,1
4.575350516,1.6768716256,1
4.3025065296,1.6019593575,1
1.7364804935,4.3458660501,-1
1.4949040095,4.9509182906,-1
1.5972637622,3.6817471254,-1
2.3559229232,5.3098282118,-1
2.150361458,4.997686425,-1
0.7595598808,4.8234336106,-1
1.904137004,4.1818208509,-1
2.0243462864,4.9708867568,-1
1.6430295158,4.7583533048,-1
2.2915975458,4.7662022543,-1
1.71664963,4.9119594188,-1
1.3609860961,4.2538879545,-1
3.0030622567,5.3286851467,-1
1.4896988124,4.3931615771,-1
1.3577674158,4.3204531118,-1
2.3015748642,5.0724047056,-1
1.4470889074,4.7962213868,-1
1.1310255531,4.8921965655,-1
2.5466875412,4.5506311962,-1
1.6642081452,4.9234152611,-1
1.3166800232,4.6001234741,-1
1.4741095158,3.9732134818,-1
1.3293204056,4.2945514101,-1
1.9181821809,5.075943315,-1
2.4636550449,4.4313116591,-1
2.6223637542,4.3125445713,-1
1.5259305517,4.3318215078,-1
1.7091958839,5.801497069,-1
0.8627350155,4.7452806281,-1
0.9674340208,5.4503633114,-1
2.1013260657,4.4050707902,-1
2.7535560169,3.7956938259,-1
2.1493436478,4.4629166888,-1
1.5777237506,4.9829684643,-1
0.5583073057,4.1202444588,-1
1.7389705169,4.8492217959,-1
1.5466843654,4.1939015153,-1
2.5810220341,4.1814990997,-1
2.007467964,4.2074951198,-1
2.6856634311,4.68505796,-1
1.5296316573,5.2219874498,-1
1.0903582403,4.0157507272,-1
2.3414434253,3.8938687923,-1
1.7310559853,4.8128705325,-1
2.1429015335,5.7151036858,-1
1.4570988629,5.0286381134,-1
2.4193303714,4.5915515812,-1
1.6928191619,4.0766135483,-1
2.2856819672,4.2488861666,-1
1.5906153701,3.7592059917,-1
1.8286227938,3.6306184209,-1
1.967630087,4.8304991483,-1
2.3376811602,5.1107459217,-1
2.0534522808,4.9616181091,-1
1.1642583567,4.6465951518,-1
1.1494638291,5.1567458468,-1
1.207569734,3.8556531616,-1
0.7325805674,4.5041762073,-1
1.7618153231,4.2619101438,-1
1.9087966242,4.8710847934,-1
1.0404189553,4.8364936043,-1
1.3752319293,5.1528799672,-1
1.9021949934,4.1760454652,-1
1.1174979283,4.3556067401,-1
1.8430524216,3.9849572355,-1
0.8339437991,4.7424403193,-1
1.9772908705,3.9021749168,-1
0.9642014075,4.4548920472,-1
2.6711310806,4.9601593713,-1
1.9371741123,4.3693734429,-1
1.6446949291,3.6307141927,-1
1.7339894991,4.6934081372,-1
1.3388826511,4.9544125944,-1
0.5398953172,4.7689877167,-1
1.6669947634,4.997276657,-1
2.6852272927,5.0000489899,-1
1.1739507228,5.0420395216,-1
2.6897583162,3.9320232378,-1
2.457796254,4.5716407355,-1
1.9886969429,4.4677419749,-1
1.083626547,4.3295571363,-1
1.1933467729,5.0186491522,-1
1.1454570736,4.1230983758,-1
2.6002281795,3.5747755121,-1
1.742436994,5.5271953179,-1
1.8584220673,4.1836815687,-1
1.9683861711,4.4186120728,-1
1.5790770067,4.8405003842,-1
0.8365299976,3.5843369517,-1
2.0786300262,4.1078765454,-1
0.927577773,4.5310526479,-1
1.2852166873,4.8825701102,-1
0.8433639073,4.342722556,-1
1.9359399531,5.5930304662,-1
1.0753896177,4.7323495485,-1
1.7304085424,4.2163463964,-1
0.9710400677,4.4694293887,-1
1.5637586292,3.8432500437,-1
2.2522631665,4.3328796545,-1
2.2040624787,4.3234493061,-1
1.6577798846,4.5463403988,-1
2.1223871692,3.9226272246,-1
1.9875441828,4.178667425,-1
1.5566985266,4.9115991338,-1
2.4032456175,3.3886785544,-1
1.3790663622,4.7753449612,-1
1.2026882701,4.0494399849,-1
1.0219410194,4.9622213519,-1
0.5718553029,5.0919422403,-1
1.6272689971,4.8408864136,-1
0.0823249449,4.4504606892,-1
1.6887446185,4.6542590505,-1
1.0815928513,4.4651159657,-1
2.9634873056,4.9317836542,-1
1.3207690926,4.7463620312,-1
1.5622531239,4.3434835435,-1
1.1370869067,3.6398172132,-1
1.6661004091,5.0762964286,-1
2.0972897644,4.5839060016,-1
1.4425886391,5.1488302116,-1
1.4345112749,4.8279393048,-1
1.1254456972,4.4945834474,-1
1.3274911835,4.8541392719,-1
1.5184626529,5.0626599095,-1
1.710425308,4.7738291086,-1
0.6305939172,4.0223382712,-1
1.2344985563,3.8845643616,-1
1.0733594035,5.1339729702,-1
1.1069502249,4.7768171833,-1
1.4299971563,5.7856537837,-1
2.1741953419,4.6228909966,-1
2.0467552987,4.3383402924,-1
1.0941438089,4.7778688861,-1
1.3367427528,3.8153568263,-1
1.7802519684,5.2905723476,-1
1.7329345723,4.0763928406,-1
2.0556780921,4.8567242611,-1
1.7596042785,4.1274057339,-1
2.5809118898,5.8592864723,-1
1.3640858681,4.5258094113,-1
1.2765637715,5.501888855,-1
1.6735419203,4.6448430547,-1
2.2363247925,4.5754412642,-1
1.6907112382,3.590307634,-1
0.984535722,5.6473611532,-1
1.3507251148,4.5474422554,-1
2.5629389749,4.8959756398,-1
1.6333993984,4.3271379963,-1
2.419069501,5.4783533662,-1
1.8960762888,3.5830168308,-1
2.0910045884,5.0565557696,-1
2.0680096672,5.0164602946,-1
2.1384263426,4.265042404,-1
2.1828696168,4.2064752607,-1
0.9079441057,4.2635092822,-1
2.0003374356,4.0241649669,-1
2.4463674919,3.885810654,-1
2.1234329421,4.3984257505,-1
1.8121539367,3.8589136367,-1
2.4306873194,4.4928134244,-1
0.5580783688,4.5620612096,-1
1.3433128621,5.0458364139,-1
0.8635751495,4.2274592552,-1
1.2328803869,4.4157029512,-1
1.6248410422,4.9181500102,-1
1.1417344292,4.0008018776,-1
1.0940047962,4.5596372447,-1
2.6383690076,4.8540195728,-1
1.491330138,4.2951030129,-1
0.1979321919,3.4417032813,-1
1.2785044688,5.1382785808,-1
2.1887169053,3.6722955182,-1
1.8590169007,3.3736282515,-1
1.3829789517,3.4917578364,-1
2.005831088,4.9524628538,-1
1.9216278995,4.224325306,-1
1.8193829478,4.7448625513,-1
1.6316649805,4.6281569018,-1
1.4199404307,4.2877267168,-1
0.927728847,5.6713165775,-1
2.0270808877,4.0588620782,-1
1.0150692304,4.0489793793,-1
1.9610161336,3.6278688992,-1
1.9595341441,5.0219800055,-1
1.5174595675,3.3743043809,-1
1.5150049563,4.6175447171,-1
2.5628472811,5.0523081519,-1
2.1627208076,4.0331516537,-1
1.7779900953,4.77746515,-1
1.2586778351,4.1887406479,-1
0.9487148069,4.264889407,-1
2.2514249677,4.4643041667,-1
1.2824318239,3.5501375315,-1
2.0570407979,4.1957470985,-1
0.998698747,4.9431436971,-1
1.607067042,5.0241661557,-1
1.9654309913,4.454525196,-1
1.3920569379,4.0496711381,-1
2.1436731371,3.5739780809,-1
1.5960457058,3.9486967092,-1
